word,pinyin,translation,word_type
乐,lè,"happy, glad; enjoyable; music",adjective/verb
否,fǒu,"not, no, negative; final particle",adverb
刚,gāng,"hard, tough, rigid, strong",adverb
威,wēi,"pomp, power; powerful; dominate",noun/adjective
毛,máo,"hair, fur, feathers; coarse",noun
状,zhuàng,form; appearance; shape; official,noun
率,lǜ,to lead; ratio; rate; limit,noun/verb
甚,shén,great extent; considerably,adverb
独,dú,"alone, single, solitary, only",adjective
球,qiú,"ball, sphere, globe; round",noun
般,bān,"sort, manner, kind, category",adverb
普,pǔ,"universal, general, widespread",adjective
怕,pà,"to fear, be afraid of; apprehensive",verb
弹,dàn,"pellet, bullet, shot, shell",noun/verb
校,xiào,school; military field officer,noun
苦,kǔ,"bitter; hardship, suffering",adjective
创,chuàng,"establish, create; knife cut",verb
假,jiǎ,"falsehood, deception; vacation",adjective
久,jiǔ,"long time (ago); time passage, grow late",adjective
错,cuò,"error, blunder, mistake; wrong",verb/adjective
承,chéng,"inherit, receive; succeed",verb
印,yìn,"print, seal, stamp, chop, mark",noun
晚,wǎn,"night, evening; late",adjective/noun
兰,lán,"orchid; elegant, graceful",noun
试,shì,"test, try, experiment",verb
股,gǔ,"thighs, haunches, rump; share",noun
拿,ná,"take, hold, grasp; bring; with",verb
脑,nǎo,brain,noun
预,yù,"prepare, arrange; in advance",verb
谁,shuí,who? whom? whose? anyone?,pronoun
益,yì,"profit, benefit; advantage",noun
阳,yáng,male' principle; light; sun,noun
若,ruò,"if, supposing, assuming; similar",conjunction
哪,nǎ,which? where? how?,pronoun
微,wēi,"small, prefix micro-, trifling",adjective
尼,ní,Buddhist nun; transliteration,noun
继,jì,"continue, maintain, carry on",verb
送,sòng,"see off, send off; dispatch, give",verb
急,jí,"quick, quickly; urgent, pressing",adjective
血,xiě,blood; radical number 143,noun
惊,liáng,"frighten, surprise, startle",verb
伤,shāng,"wound, injury; fall ill from",verb
素,sù,white (silk); plain; vegetarian; formerly; normally,noun
药,yào,leaf of Dahurian angelica plant; medicine,noun
适,shì,"go, reach; appropriate, suitable",verb
波,bō,"waves, breakers; undulations",noun
夜,yè,"night, dark; in night; by night",noun
省,shěng,"province; save, economize",noun/verb
初,chū,"beginning, initial, primary",adjective
喜,xǐ,"like, love, enjoy; joyful thing",verb/noun
卫,wèi,"guard, protect, defend",noun
源,yuán,"spring; source, head; surname",noun
食,shí,eat; meal; food; KangXi radical number 184,noun
险,xiǎn,"narrow pass, strategic point",adjective/noun
待,dài,"treat, entertain, receive; wait",verb
述,shù,"narrate, state, express",verb
陆,lù,"land, continental; army",noun
习,xí,practice; flapping wings,verb
置,zhì,"place, lay out; set aside",verb
居,jū,"live, dwell, reside, sit",verb
劳,láo,"labor, toil, do manual work",verb/noun
财,cái,"wealth, valuables, riches",noun
环,huán,jade ring or bracelet; ring,noun
排,pái,"row, rank, line",verb
福,fú,"happiness, good fortune, blessing",noun
纳,nà,"admit, take, receive, accept",verb
欢,huān,"happy, pleased, glad; joy; enjoy",verb
雷,léi,thunder,noun
警,jǐng,"guard, watch; alert, alarm",noun/verb
获,huò,"obtain, get, receive; seize",verb
模,mó,"model, standard, pattern; copy",noun
充,chōng,"fill, be full, supply",verb
负,fù,"load, burden; carry, bear",verb
云,yún,"say, speak; clouds",noun
停,tíng,"stop, suspend, delay; suitable",verb
木,mù,"tree; wood, lumber; wooden",noun
游,yóu,"to swim; float, drift; wander, roam",verb
龙,lóng,dragon; symbolic of emperor,noun
树,shù,"tree; plant; set up, establish",noun
疑,yí,"doubt, question, suspect",verb
层,céng,"storey, layer, floor, stratum",noun
冷,lěng,"cold, cool; lonely",adjective
洲,zhōu,continent; island; islet,noun
冲,chōng,soar; pour boiling water over,verb
射,shè,"shoot, eject, issue forth, emit",verb
略,lüè,"approximately, roughly; outline",verb
范,fàn,surname; bee-like insect,noun
竟,jìng,"finally, after all, at last",adverb
句,jù,sentence,noun
室,shì,"room, home, house, chamber",noun
异,yì,"different, unusual, strange",adjective
激,jī,"arouse, excite, incite; quickly",verb
汉,yì,Chinese people; Chinese language,noun
村,cūn,"village, hamlet; uncouth, vulgar",noun
哈,hā,sound of laughter,exclamation
策,cè,"scheme, plan; to whip; urge",noun
演,yǎn,"perform, put on; exercise",verb
简,jiǎn,"simple, terse, succinct, a letter",adjective
卡,qiǎ,"card, punch card; calorie",noun
罪,zuì,"crime, sin, vice; evil; hardship",noun
判,pàn,judge; discriminate; conclude,verb
担,dàn,"carry, bear, undertake",verb
州,zhōu,"administrative division, state",noun
静,jìng,"quiet, still, motionless; gentle",adjective
退,tuì,"step back, retreat, withdraw",verb
既,jì,already; de facto; since; then,conjunction
衣,yī,"clothes, clothing; cover, skin",noun
您,nín,honorific for 'you',pronoun
宗,zōng,"lineage, ancestry; ancestor, clan",noun
积,jī,"accumulate, store up, amass",verb
余,yú,"I, my, me; surname; surplus",noun
痛,tòng,"pain, ache; sorry, sad; bitter",verb
检,jiǎn,check; examine,verb
差,chà,"to differ; different, wrong; nearly, almost; an officer",adjective
富,fù,"abundant, ample; rich, wealthy",adjective
灵,líng,"spirit, soul; spiritual world",noun/adjective
协,xié,be united; cooperate,verb
角,jiǎo,"horn; angle, corner; point",noun
占,zhān,divine; observe; versify,verb
配,pèi,"match, pair; equal; blend",verb
征,zhēng,"invade, attack, conquer",verb
修,xiū,study; repair; cultivate,verb
皮,pí,"skin, hide, fur, feather; outer",noun
挥,huī,direct; wipe away; squander,verb
胜,shèng,"victory; excel, be better than",verb
降,jiàng,"descend, fall, drop; lower, down",verb
阶,jiē,"stairs, steps; rank, degree",noun
审,shěn,"examine, investigate; judge",verb
沉,chén,"sink, submerge; addicted to",verb
坚,jiān,"hard, strong, firm; resolute",adjective
善,shàn,"good, virtuous, charitable, kind",adjective
妈,mā,"mother, mama",noun
刘,liú,"surname; kill, destroy",noun
读,dú,"read, study; pronounce",verb
啊,a,exclamatory particle,particle
超,chāo,"jump over, leap over; surpass",verb
免,miǎn,spare; excuse from; evade,verb
压,yā,press; oppress; crush; pressure,verb
银,yín,"silver; cash, money, wealth",noun
买,mǎi,"buy, purchase; bribe, persuade",verb
皇,huáng,"royal, imperial; ruler, superior",noun
养,yǎng,"raise, rear, bring up; support",verb
伊,yī,"third person pronoun; he, she, this, that",noun
怀,huái,"bosom, breast; carry in bosom",verb
执,zhí,hold in hand; keep; carry out,verb
副,fù,assist; supplement; assistant,noun/adjective
乱,luàn,"confusion, state of chaos, revolt",adjective
抗,kàng,"resist, oppose, defy, reject",verb
犯,fàn,"commit crime, violate; criminal",verb
追,zhuī,"pursue, chase after; expel",verb
帮,bāng,"help, assist; defend; shoe upper",verb/noun
宣,xuān,"declare, announce, proclaim",verb
佛,fó,Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.),noun
岁,suì,year; age; harvest,noun
航,háng,"sail; navigate; ship, boat",noun/verb
优,yōu,"superior, excellent; actor",adjective
怪,guài,"strange, unusual, peculiar",verb/adjective
香,xiāng,"fragrant, sweet smelling, incense",adjective/noun
著,zhù,manifest; (Cant.) to wear,verb
田,tián,"field, arable land, cultivated",noun
铁,tiě,"iron; strong, solid, firm",noun/adjective
控,kòng,"accuse, charge; control",verb
税,shuì,taxes,noun
左,zuǒ,"left; east; unorthodox, improper",noun/adjective
右,yòu,right; west; right-wing,noun/adjective
份,fèn,"portion, part; duty",noun
穿,chuān,"penetrate, pierce, drill; wear",verb
艺,yì,"art; talent, ability; craft",noun
背,bèi,back; back side; behind; betray,noun/verb
阵,zhèn,"column, row or file of troops",noun
草,cǎo,"grass, straw, thatch, herbs",noun
脚,jiǎo,"leg, foot; base, leg, foundation",noun
概,gài,"generally, approximately",noun
恶,è,"evil, wicked, bad, foul",adjective/noun
块,kuài,"piece, lump; dollar",noun
顿,dùn,"pause, stop; bow, kowtow; arrange",verb/noun
敢,gǎn,"to dare, venture; bold, brave",verb
守,shǒu,"defend, protect, guard, conserve",verb
酒,jiǔ,"wine, spirits, liquor, alcoholic beverage",noun
岛,dǎo,island,noun
托,tuō,"to hold up with palm; to support, rely on",verb
央,yāng,"center, conclude, run out; beg",verb
户,hù,door; family,noun
烈,liè,"fiery, violent, vehement, ardent",adjective
洋,yáng,"ocean, sea; foreign; western",noun/adjective
哥,gē,elder brother,noun
索,suǒ,"large rope, cable; rules, laws; to demand, to exact; to search, inquire; isolated",verb/noun
胡,hú,"recklessly, foolishly; wildly",adjective
款,kuǎn,"item, article; clause; fund",noun
靠,kào,"lean on, trust, depend on; near",verb
评,píng,"appraise, criticize, evaluate",verb
版,bǎn,printing blocks; edition,noun
宝,bǎo,"treasure, jewel; precious, rare",noun
座,zuò,"seat; stand, base",noun
释,shì,"interprete, elucidate; release",verb
景,jǐng,"scenery, view; conditions",noun
顾,gù,look back; look at; look after,verb
弟,dì,"young brother; junior; i, me",noun
登,dēng,"rise, mount, board, climb",verb
货,huò,"goods, commodities, products",noun
互,hù,"mutually, reciprocally",adverb
付,fù,"give, deliver, pay, hand over; entrust",verb
伯,bó,older brother; father's elder brother; senior male 'sire'; feudal rank 'count',noun
慢,màn,"slow(ly), leisurely, sluggish",adjective
欧,ōu,translit.: Europe; ohm; surname,noun
换,huàn,change,verb
闻,wén,hear; smell; make known; news,verb
危,wēi,"dangerous, precarious; high",adjective
忙,máng,"busy, pressed for time; hustling",verb/adjective
核,hé,"seed, kernel, core, nut; atom",noun
暗,àn,"dark; obscure; in secret, covert",adjective
姐,jiě,"elder sister, young lady",noun
介,jiè,"forerunner, herald, harbinger; to lie between; sea shell; to wear armor",verb
坏,huài,"rotten, spoilt, bad, broken down",adjective
讨,tǎo,"to discuss; ask for, beg; demand; dun; marry",verb
丽,lì,"beautiful, magnificent, elegant",adjective
良,liáng,"good, virtuous, respectable",adjective
序,xù,"series, serial order, sequence",noun
升,shēng,"arise, go up; hoist; advance",verb
监,jiān,"supervise, control, direct",verb/noun
临,lín,"draw near, approach; descend",verb
亮,liàng,"bright, brilliant, radiant, light",adjective
露,lù,"dew; bare, open, exposed",verb/noun
永,yǒng,"long, perpetual, eternal, forever",adjective
呼,hū,"breathe sigh, exhale; call, shout",verb
味,wèi,"taste, smell, odor; delicacy",noun
野,yě,"open country, field; wilderness",adjective
架,jià,"rack, stand, prop; prop up",noun
域,yù,"district, region, boundary; land",noun
沙,shā,"sand, gravel, pebbles; granulated",noun
掉,diào,"turn, move; shake, wag; drop down",verb
括,kuò,"include, embrace, enclose",verb
舰,jiàn,warship,noun
鱼,yú,fish; surname; KangXi radical 195,noun
杂,zá,"mixed, blended; mix, mingle",adjective
误,wù,"err, make mistake; interfere",verb/noun
湾,wān,"bay, cove, inlet, bend of stream",noun
吉,jí,"lucky, propitious, good",adjective
减,jiǎn,"decrease, subtract, diminish",verb
编,biān,"knit, weave; arrange; compile",verb
楚,chǔ,name of feudal state; clear,adjective
肯,kěn,"willing; consent to, permit",verb
测,cè,"measure, estimate, conjecture",verb
败,bài,"be defeated, decline, fail",verb
屋,wū,"house; room; building, shelter",noun
跑,pǎo,"run, flee, leave in hurry",verb
梦,mèng,dream; visionary; wishful,noun
散,sàn,"scatter, disperse, break up",verb
温,wēn,lukewarm,adjective
困,kùn,"to surround, beseige; to be surrounded; difficult",verb/adjective
剑,jiàn,"sword, dagger, saber",noun
渐,jiàn,gradually,adverb
封,fēng,"letter, envelope; feudal",verb
救,jiù,"save, rescue, relieve; help, aid",verb
贵,guì,"expensive, costly, valuable",adjective
枪,qiāng,"spear, lance; gun, rifle",noun
缺,quē,"be short of, lack; gap, deficit",verb
楼,lóu,building of two or more stories,noun
县,xiàn,"county, district, subdivision",noun
尚,shàng,"still, yet; even; fairly, rather",adverb
毫,háo,fine hair; measure of length,noun
移,yí,"change place, shift; move about",verb
娘,niáng,mother; young girl; woman; wife,noun
朋,péng,"friend, pal, acquaintance",noun
画,huà,"a painting, picture, drawing; to draw",noun/verb
班,bān,"class, group, grade; squad; job",noun
智,zhì,"wisdom, knowledge, intelligence",noun
亦,yì,"also, too; likewise",adverb
耳,ěr,"ear; merely, only; handle",noun
恩,ēn,"kindness, mercy, charity",noun
短,duǎn,"short; brief; deficient, lacking",adjective
掌,zhǎng,"palm of hand, sole of foot, paw",noun/verb
恐,kǒng,"fear; fearful, apprehensive",verb
遗,yí,lose; articles lost; omit,verb
固,gù,"to become solid, solidify; strength",adjective
席,xí,seat; mat; take seat; banquet,noun
松,sōng,pine tree; fir tree,verb/adjective
秘,mì,"secret, mysterious, abstruse",noun
谢,xiè,thank; decline,verb
鲁,lǔ,"foolish, stupid, rash; vulgar",adjective
遇,yù,"meet, come across, encounter",verb
康,kāng,"peaceful, quiet; happy, healthy",noun/adjective
虑,lǜ,"be concerned, worry about",verb
幸,xìng,"luck(ily), favor, fortunately",noun/adjective
均,jūn,"equal, even, fair; all, also",adjective
销,xiāo,"melt, fuse; market, sell",verb
钟,zhōng,clock; bell,noun
诗,shī,"poetry; poem, verse, ode",noun
藏,cáng,"hide, conceal; hoard, store up",verb
赶,gǎn,"pursue, follow; expel, drive away",verb
剧,jù,"theatrical plays, opera, drama",noun
票,piào,slip of paper or bamboo; ticket,noun
损,sǔn,diminish; impair; injure,verb
忽,hū,"suddenly, abruptly; neglect",verb
巨,jù,"large, great, enormous; chief",adjective
炮,pào,"large gun, cannon; artillery",noun
旧,jiù,"old, ancient; former, past",adjective
端,duān,"end, extreme; head; beginning",noun
探,tàn,"find, locate; search, grope for",verb
湖,hú,"a lake; Hubei, Hunan; bluish-green",noun
录,lù,"copy, write down, record",verb/noun
叶,xié,"to harmonize, to rhyme; to unite; (borrowed for) leaf",noun
春,chūn,spring; wanton,noun
乡,xiāng,country; rural; village,noun
附,fù,"adhere to, append; rely on near to",verb
吸,xī,"inhale, suck in; absorb; attract",verb
予,yú,"I, me; to give",verb
礼,lǐ,social custom; manners; courtesy,noun
港,gǎng,"port, harbor; small stream; bay",noun
雨,yǔ,rain; rainy; KangXi radical 173,noun
呀,yā,particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten,particle
板,bǎn,"plank, board; iron or tin plate",noun
庭,tíng,courtyard; spacious hall or yard,noun
妇,fù,married women; woman; wife,noun
归,guī,"return; return to, revert to",verb
睛,jīng,eyeball; pupil of eye,noun
饭,fàn,"cooked rice; food, meal",noun
